#"Potential Energy (kJ/mole)","Temperature (K)"
-34100.12033842527,340.38286491746896
-34222.38596342527,341.5350698165608
-34232.04221342527,342.6740063000219
-34138.71408842527,331.6018164867636
-34086.54221342527,340.93030130707615
-34323.66721342527,350.2836390274852
-34243.68283842527,335.31996152735053
-34202.88596342527,343.4805845472376
-34298.63596342527,335.16409228318116
-34384.07346342527,331.621026230108
-34263.82346342527,338.1384847353442
-34244.85471342527,331.3445218449683
-34102.21408842527,334.75947228259645
-34184.40158842527,332.8762856395885
-34183.51096342527,328.3690306378463
-34213.51096342527,340.0389240808248
-34261.74533842527,349.8823068960832
-34133.08908842527,327.6059261942176
-34138.37033842527,329.6645076626895
-34193.79221342527,345.5491274396597
-34310.58908842527,344.0603714374237
-34289.22971342527,336.1225030504223
-34195.32346342527,337.07237699804455
-34268.15158842527,340.0038598752181
-34214.43283842527,346.9605854924238
-34201.91721342527,340.15001918314084
-34239.24533842527,339.6217610290505
-34149.19846342527,343.16865746808367
-34187.16721342527,339.01788139590417
-34158.79221342527,340.0623436709845
-34425.91721342527,336.33614984663035
-34355.10471342527,340.19903204857263
-34408.88596342527,330.92800179094723
-34250.33908842527,352.8090935131049
-34073.88596342527,337.02366642023117
-34298.44846342527,340.1803975514596
-34322.29221342527,343.7459165035532
-34249.13596342527,331.221371482605
-34214.37033842527,337.64774815785483
-34174.32346342527,337.21594477072466
-34409.90158842527,340.77875279157433
-34213.51096342527,340.43434358105156
-34116.82346342527,334.15942614154164
